TCGA.DD.A4NG.01	TCGA.G3.AAV4.01	TCGA.2Y.A9H1.01	TCGA.BC.A10Y.01	TCGA.K7.AAU7.01	TCGA.BC.A10W.01	TCGA.DD.AACV.01	TCGA.DD.AAD3.01	TCGA.DD.A39X.11	TCGA.DD.A1EI.01	TCGA.DD.AAC9.01	TCGA.DD.A1EC.11	TCGA.DD.AACT.01	TCGA.GJ.A6C0.01	TCGA.CC.5258.01	TCGA.DD.A1EL.11	TCGA.DD.AADP.01	TCGA.DD.AACW.01	TCGA.ZS.A9CD.01	TCGA.UB.A7MF.01	TCGA.WX.AA46.01	TCGA.CC.A8HV.01	TCGA.DD.A39W.11	TCGA.DD.AADQ.01	TCGA.DD.AADB.01	TCGA.DD.A1EA.01	TCGA.5R.AA1C.01	TCGA.DD.A113.01	TCGA.2Y.A9H9.01	TCGA.CC.A7IE.01	TCGA.XR.A8TD.01	TCGA.DD.AAD2.01	TCGA.DD.AACY.01	TCGA.CC.A7IF.01	TCGA.DD.AACD.01	TCGA.DD.A3A5.11	TCGA.ED.A4XI.01	TCGA.CC.A9FW.01	TCGA.DD.A3A3.11	TCGA.DD.A39V.11	TCGA.G3.A5SJ.01	TCGA.DD.AAE2.01	TCGA.G3.A7M9.01	TCGA.EP.A2KC.01	TCGA.2Y.A9GS.01	TCGA.ED.A7PX.01	TCGA.DD.AADC.01	TCGA.DD.AAVZ.01	TCGA.CC.A3MA.01	TCGA.2Y.A9GY.01	TCGA.ED.A627.01	TCGA.2Y.A9GW.01	TCGA.DD.AADO.01	TCGA.DD.AADK.01	TCGA.DD.A1EH.01	TCGA.G3.AAV7.01	TCGA.DD.AACA.01	TCGA.FV.A3R3.01	TCGA.KR.A7K0.01	TCGA.DD.AACC.01	TCGA.BC.A3KG.01	TCGA.G3.AAV2.01	TCGA.CC.A7IK.01	TCGA.G3.A25S.01	TCGA.DD.AADR.01	TCGA.BC.A110.11	TCGA.UB.A7MD.01	TCGA.DD.A4NS.01	TCGA.CC.A9FU.01	TCGA.DD.A3A1.11	TCGA.DD.AAE3.01	TCGA.DD.AACP.01	TCGA.2Y.A9H8.01	TCGA.FV.A3I1.01	TCGA.2Y.A9H7.01	TCGA.DD.AAVU.01	TCGA.BC.A110.01	TCGA.ZP.A9CZ.01	TCGA.DD.AAE1.01	TCGA.GJ.A3OU.01	TCGA.RC.A7SB.01	TCGA.DD.AAVS.01	TCGA.CC.A8HS.01	TCGA.FV.A3I0.01	TCGA.2Y.A9GT.01	TCGA.2Y.A9HA.01	TCGA.FV.A2QQ.01	TCGA.DD.AAEH.01	TCGA.DD.AADM.01	TCGA.G3.A3CK.01	TCGA.DD.A1EB.11	TCGA.EP.A26S.01	TCGA.DD.A11A.01	TCGA.DD.AAE6.01	TCGA.XR.A8TE.01	TCGA.DD.A73B.01	TCGA.EP.A3JL.01	TCGA.CC.A3MB.01	TCGA.DD.AAD0.01	TCGA.MI.A75I.01	TCGA.DD.AACZ.01	TCGA.CC.A8HU.01	TCGA.RC.A6M5.01	TCGA.2Y.A9GZ.01	TCGA.DD.AACO.01	TCGA.LG.A6GG.01	TCGA.DD.A1EI.11	TCGA.BC.4073.01	TCGA.ED.A7PZ.01	TCGA.BC.A10R.11	TCGA.DD.A4NV.01	TCGA.DD.A73G.01	TCGA.G3.AAV3.01	TCGA.G3.A25U.01	TCGA.BC.A5W4.01	TCGA.UB.AA0U.01	TCGA.EP.A12J.01	TCGA.G3.A5SI.01	TCGA.FV.A4ZQ.01	TCGA.DD.A1EH.11	TCGA.DD.A4ND.01	TCGA.ED.A8O5.01	TCGA.UB.A7ME.01	TCGA.CC.5264.01	TCGA.DD.AADA.01	TCGA.2Y.A9HB.01	TCGA.DD.A11C.11	TCGA.DD.AACS.01	TCGA.DD.AAE0.01	TCGA.G3.A5SK.01	TCGA.BC.A69I.01	TCGA.BC.A10R.01	TCGA.BC.A10X.01	TCGA.BC.A10S.01	TCGA.DD.A1EJ.11	TCGA.DD.A3A4.11	TCGA.DD.AAVX.01	TCGA.DD.AAVQ.01	TCGA.RC.A7SH.01	TCGA.G3.A3CJ.01	TCGA.DD.A115.01	TCGA.BC.A10Q.01	TCGA.DD.A1EE.01	TCGA.ZP.A9CY.01	TCGA.FV.A23B.01	TCGA.HP.A5MZ.01	TCGA.DD.AACK.01	TCGA.CC.A1HT.01	TCGA.DD.A11B.01	TCGA.ZP.A9D4.01	TCGA.DD.AACA.02	TCGA.HP.A5N0.01	TCGA.BC.A10Y.11	TCGA.EP.A2KB.01	TCGA.DD.A4NN.01	TCGA.ES.A2HS.01	TCGA.G3.A3CG.01	TCGA.DD.A113.11	TCGA.DD.AAVR.01	TCGA.DD.AAD1.01	TCGA.DD.A73D.01	TCGA.DD.AAVW.01	TCGA.DD.A4NF.01	TCGA.DD.AACN.01	TCGA.DD.A1EG.11	TCGA.DD.A3A2.01	TCGA.K7.A5RF.01	TCGA.DD.A116.01	TCGA.DD.A4NI.01	TCGA.BC.A10T.01	TCGA.DD.AADJ.01	TCGA.DD.AACE.01	TCGA.FV.A3R2.01	TCGA.DD.AAE7.01	TCGA.G3.A3CH.11	TCGA.DD.AADD.01	TCGA.BC.A10X.11	TCGA.4R.AA8I.01	TCGA.FV.A496.01	TCGA.DD.A39X.01	TCGA.DD.AADS.01	TCGA.DD.AAE9.01	TCGA.ZS.A9CF.02	TCGA.G3.AAUZ.01	TCGA.WX.AA47.01	TCGA.NI.A4U2.01	TCGA.DD.AACI.01	TCGA.ZP.A9D1.01	TCGA.DD.A39Z.11	TCGA.UB.A7MB.01	TCGA.DD.AAVP.01	TCGA.DD.A4NR.01	TCGA.RG.A7D4.01	TCGA.5R.AAAM.01	TCGA.DD.A3A4.01	TCGA.BC.A10W.11	TCGA.BC.A217.01	TCGA.RC.A6M3.01	TCGA.DD.A4NQ.01	TCGA.CC.A9FV.01	TCGA.UB.A7MC.01	TCGA.MR.A8JO.01	TCGA.DD.AAEG.01	TCGA.DD.A39W.01	TCGA.DD.A39Z.01	TCGA.BC.A10Z.01	TCGA.WQ.AB4B.01	TCGA.CC.A123.01	TCGA.YA.A8S7.01	TCGA.2Y.A9H2.01	TCGA.5C.A9VG.01	TCGA.CC.A3M9.01	TCGA.BD.A3EP.11	TCGA.EP.A2KA.01	TCGA.DD.AADW.01	TCGA.DD.AAED.01	TCGA.LG.A9QD.01	TCGA.DD.AADV.01	TCGA.G3.A3CH.01	TCGA.G3.AAV1.01	TCGA.ZS.A9CG.01	TCGA.DD.AAW3.01	TCGA.ED.A7PY.01	TCGA.ZP.A9D2.01	TCGA.G3.A25Y.01	TCGA.G3.A3CI.01	TCGA.K7.A5RG.01	TCGA.EP.A3RK.01	TCGA.CC.A7IJ.01	TCGA.MI.A75H.01	TCGA.FV.A3I0.11	TCGA.G3.AAV5.01	TCGA.ED.A7XP.01	TCGA.DD.A1ED.01	TCGA.ED.A5KG.01	TCGA.ED.A459.01	TCGA.2Y.A9GX.01	TCGA.DD.A73E.01	TCGA.QA.A7B7.01	TCGA.DD.AACL.01	TCGA.MR.A520.01	TCGA.DD.A1EF.01	TCGA.G3.A25T.01	TCGA.FV.A4ZP.01	TCGA.DD.A3A8.11	TCGA.WX.AA44.01	TCGA.DD.A4NE.01	TCGA.CC.A7IG.01	TCGA.ZP.A9D0.01	TCGA.G3.A25X.01	TCGA.BC.4072.01	TCGA.XR.A8TC.01	TCGA.BC.A3KF.01	TCGA.O8.A75V.01	TCGA.DD.AADI.01	TCGA.DD.A116.11	TCGA.BC.A8YO.01	TCGA.DD.A39V.01	TCGA.DD.A1EC.01	TCGA.DD.AACQ.01	TCGA.DD.A1EB.01	TCGA.KR.A7K7.01	TCGA.DD.AAVV.01	TCGA.DD.AADN.01	TCGA.LG.A9QC.01	TCGA.RC.A7S9.01	TCGA.BC.A112.01	TCGA.2Y.A9H0.01	TCGA.CC.A7IL.01	TCGA.KR.A7K2.01	TCGA.DD.AADU.01	TCGA.ED.A66Y.01	TCGA.CC.A8HT.01	TCGA.DD.AADY.01	TCGA.BC.A216.01	TCGA.RC.A7SF.01	TCGA.RC.A7SK.01	TCGA.DD.AAD8.01	TCGA.DD.AAEE.01	TCGA.DD.A119.01	TCGA.G3.AAV6.01	TCGA.DD.A73F.01	TCGA.FV.A23B.11	TCGA.DD.A4NP.01	TCGA.DD.AAEK.01	TCGA.FV.A3I1.11	TCGA.DD.A11D.01	TCGA.DD.A1EG.01	TCGA.PD.A5DF.01	TCGA.DD.A3A9.01	TCGA.2Y.A9H4.01	TCGA.DD.A118.01	TCGA.BC.A10Q.11	TCGA.DD.A4NL.01	TCGA.5C.A9VH.01	TCGA.DD.A11D.11	TCGA.FV.A2QR.11	TCGA.3K.AAZ8.01	TCGA.MI.A75G.01	TCGA.DD.A11A.11	TCGA.DD.A3A6.01	TCGA.CC.A5UD.01	TCGA.DD.A3A3.01	TCGA.CC.A7IH.01	TCGA.DD.A4NH.01	TCGA.K7.A6G5.01	TCGA.DD.AACU.01	TCGA.BW.A5NO.01	TCGA.XR.A8TG.01	TCGA.DD.A1EJ.01	TCGA.CC.5259.01	TCGA.2Y.A9H3.01	TCGA.UB.AA0V.01	TCGA.GJ.A9DB.01	TCGA.DD.A4NK.01	TCGA.2Y.A9H6.01	TCGA.BD.A2L6.01	TCGA.G3.A5SM.01	TCGA.DD.AAD5.01	TCGA.BD.A3EP.01	TCGA.CC.5260.01	TCGA.WQ.A9G7.01	TCGA.DD.A3A2.11	TCGA.FV.A2QR.01	TCGA.BD.A2L6.11	TCGA.DD.AAW2.01	TCGA.DD.AA3A.01	TCGA.CC.5263.01	TCGA.FV.A495.01	TCGA.EP.A12J.11	TCGA.BC.A10U.01	TCGA.ZS.A9CE.01	TCGA.G3.A7M8.01	TCGA.5R.AA1D.01	TCGA.ED.A82E.01	TCGA.DD.A3A1.01	TCGA.DD.A3A6.11	TCGA.MI.A75E.01	TCGA.DD.AAEA.01	TCGA.ZS.A9CF.01	TCGA.G3.A25V.01	TCGA.CC.A9FS.01	TCGA.BC.A69H.01	TCGA.DD.A3A7.01	TCGA.CC.5261.01	TCGA.G3.AAV0.01	TCGA.EP.A26S.11	TCGA.DD.AAE4.01	TCGA.CC.A7II.01	TCGA.DD.A3A8.01	TCGA.G3.A7M5.01	TCGA.CC.A3MC.01	TCGA.DD.A118.11	TCGA.2V.A95S.01	TCGA.DD.A119.11	TCGA.ED.A66X.01	TCGA.G3.A6UC.01	TCGA.BD.A3ER.01	TCGA.DD.A3A5.01	TCGA.DD.AACH.01	TCGA.CC.5262.01	TCGA.DD.AADG.01	TCGA.DD.AAW0.01	TCGA.DD.AACJ.01	TCGA.DD.AADL.01	TCGA.RC.A6M6.01	TCGA.DD.A4NO.01	TCGA.CC.A5UE.01	TCGA.DD.A1EE.11	TCGA.G3.A7M7.01	TCGA.ES.A2HT.01	TCGA.BC.A216.11	TCGA.BC.A10Z.11	TCGA.DD.AACX.01	TCGA.2Y.A9GV.01	TCGA.DD.AACF.01	TCGA.FV.A3R2.11	TCGA.BW.A5NP.01	TCGA.UB.A7MA.01	TCGA.G3.A25Z.01	TCGA.MI.A75C.01	TCGA.DD.A4NA.01	TCGA.ZP.A9CV.01	TCGA.ES.A2HT.11	TCGA.T1.A6J8.01	TCGA.DD.A1EK.01	TCGA.5C.AAPD.01	TCGA.KR.A7K8.01	TCGA.DD.AAD6.01	TCGA.DD.A4NB.01	TCGA.DD.A11C.01	TCGA.DD.A114.11	TCGA.WJ.A86L.01	TCGA.ED.A8O6.01	TCGA.DD.AAEB.01	TCGA.2Y.A9GU.01	TCGA.DD.A73A.01	TCGA.RC.A6M4.01	TCGA.BW.A5NQ.01	TCGA.DD.AAVY.01	TCGA.DD.A1EL.01	TCGA.DD.A4NJ.01	TCGA.G3.A5SL.01	TCGA.DD.AACG.01	TCGA.DD.AAC8.01	TCGA.ED.A7XO.01	TCGA.DD.AACB.01	TCGA.BC.A10T.11	TCGA.G3.A7M6.01	TCGA.ED.A97K.01	TCGA.DD.A73C.01	TCGA.DD.AAW1.01	TCGA.XR.A8TF.01	TCGA.CC.A5UC.01	TCGA.EP.A3RK.11	TCGA.DD.A39Y.01	TCGA.DD.A114.01	TCGA.BC.A10U.11	TCGA.NI.A8LF.01	TCGA.DD.AADF.01	TCGA.DD.A11B.11	TCGA.DD.AAEI.01	TCGA.2Y.A9H5.01	
5S_rRNA	0	0.09493052	0	0	0	0	0.111024707	0	0	0	0	0.077619482	0.251503201	0	0	0	0.086084104	0	0.096909457	0	0	0	0	0.085577387	0.218721436	0	0	0	0	0	0	0	0	0	0.426876295	0	0	0.069745497	0	0.079836978	0.160096965	0	0.075010017	0	0	0	0	0.091847526	0.078904787	0.163754189	0.153145274	0	0.281768493	0	0	0.089436253	0	0	0.086346095	0.105998936	0.069589887	0	0.077122333	0.157744026	0	0	0	0	0	0	0	0.100493123	0.085252467	0	0	0.090928145	0.23235509	0	0.114867045	0	0	0.194628199	0	0.085028612	0	0.065238528	0	0	0.087654403	0	0.062723843	0	0.067846634	0.088977774	0	0	0	0.062737146	0.08806305	0.150705838	0.08573235	0	0	0.083075807	0	0	0.060209987	0	0.137369785	0	0	0.082376224	0.217460272	0	0	0.155211846	0.083825751	0.096666803	0	0	0.077751284	0	0	0.154044683	0.082195898	0.075567443	0	0	0	0	0.156389485	0.120713227	0	0	0	0.076112585	0	0	0	0	0	0	0	0.14940818	0.062532564	0	0	0	0	0	0	0.276212348	0.075774917	0	0	0	0	0	0	0.100570159	0	0	0.07847254	0	0	0.074312009	0	0.211600974	0.118173468	0	0	0	0.073623256	0	0	0	0	0.306384649	0	0	0	0	0	0.092567009	0	0	0	0	0.07381013	0	0	0.148219471	0	0.092984904	0.08390687	0	0	0.083924074	0	0	0	0	0.128305975	0	0	0	0.21708556	0	0.085389044	0	0	0	0	0	0.124970381	0	0	0.114659634	0	0	0	0	0.124832715	0.242256352	0	0	0	0	0.198051179	0	0	0	0.152385738	0	0.0970875	0	0	0	0	0.15807426	0	0	0.07205471	0.253022159	0.084927122	0	0	0.149625138	0.076811157	0	0	0.075507649	0.108309988	0.069343191	0	0.064669048	0	0	0.063202041	0	0.077258455	0	0	0.144845557	0	0	0	0.150764102	0	0	0.088869761	0.082629811	0.172426443	0	0.073862067	0	0	0.117477252	0.072975521	0.076506736	0	0.073216217	0	0	0	0	0	0.066674792	0	0.089660174	0.114118015	0.059114853	0	0	0	0	0.07966412	0	0	0	0	0	0	0	0.084152757	0.077908547	0	0.145240548	0.077725981	0	0	0	0	0	0	0	0.064704742	0	0.151657823	0.177895584	0	0.119060788	0	0.156899328	0	0	0	0.229798085	0	0	0.065633689	0.06198978	0	0.085834978	0	0	0	0.078240471	0	0	0	0	0.088991957	0.28932875	0.112027905	0	0	0	0	0	0	0	0	0	0	0.074798912	0	0	0	0.065243998	0.088042464	0	0	0.155495002	0.074446717	0	0	0.086817221	0	0	0.067198555	0	0	0	0	0.315389274	0.149346002	0	0.094042891	0	0	0	0.089374036	0.068179012	0	0	0.19169738	0.177251183	0	0	0	0.177849545	0.091882714	0.145878249	0	0	0.094244801	0.067065077	0	0	0	0	0	0	0.08567551	0	0.134939331	0	0	0	0.074714989	0	0.090532718	0	0	0	0.133495171	0	0	0	0	0	0
7SK	0	0	0	0.095310583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074472022	0	0.02085877	0	0	0	0	0	0	0.038215757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029025315	0	0.042183744	0	0.023086941	0	0	0	0	0	0	0	0	0.023070297	0	0	0	0	0	0	0	0	0	0.02397495	0	0	0.049477651	0	0	0.023752886	0	0	0	0	0.024129732	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033290931	0	0	0	0	0.043714185	0	0	0	0.022665698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027893258	0	0	0.022851737	0	0	0.016702373	0	0	0.013902269	0	0	0	0	0	0.017134817	0	0	0.026846714	0	0	0	0	0	0.021153237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041504982	0	0	0	0	0	0	0	0	0	0.021526805	0	0	0	0	0	0	0	0	0.016495056	0	0.018336959	0.020322685	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0162065	0	0	0	0	0	0	0	0	0.025895987	0	0	0	0	0	0	0	0	0	0	0	0.017040966	0	0	0	0	0.096298712	0	0	0	0	0	0	0	0.020319389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017904796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019722206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02294767	0	0	0	0	0	0	0	0.047054398	0	0	0	0	0	0	0	0.025957126	0	0	0	0	0	0	0	0	0.020934196	0	0	0	0	0	0	0	0.021498998	0.022966858	0	0	0	0	0	0.015341293	0	0	0	0.023514769	0	0	0	0	0	0	0	0	0	0	0	0.016456358	0	0	0	0	0	0	0	0	0	0	0	0	0.047929593	0	0.063240165	0	0	0	0	0	0	0	0	0	0	0.053263796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1BG	3.20835427	3.526944757	3.834247776	3.959458006	2.211224778	0.338029815	4.626849528	5.800884463	5.563063111	5.057989173	5.324474951	5.558725176	5.506193578	4.146468318	4.392604375	5.187831501	6.029193596	5.402921808	5.001970841	3.03815833	5.371972286	1.802621152	5.330550796	5.079960319	5.284232862	4.001712134	4.280361632	3.722447384	5.25380064	2.655701279	3.422244225	5.205560135	5.907208235	3.186789792	2.030885373	5.597236092	5.576323692	4.559606858	5.55170112	5.186976812	4.065801801	5.926328084	2.854160603	4.867425619	4.461281971	0.215039016	3.387839675	5.091206268	1.656003726	3.942344802	5.312998766	5.195429359	2.582692348	3.58325033	2.87638709	1.279653437	3.314022563	1.499421288	4.5306192	4.77784378	1.36621438	4.407250988	3.684428039	3.785986693	3.94871308	4.987966312	3.739307783	4.824597218	4.879718585	4.895254974	6.056959231	4.304233726	4.865966205	4.48307677	5.230190609	5.473679382	5.267152962	2.246542827	5.111941052	3.841310744	4.19026572	4.641992654	3.67933915	0.043632335	5.235776964	4.108895298	5.302444616	5.212654578	3.941453217	5.007941301	5.519745326	4.971348828	4.59272666	4.682852583	4.720840994	4.948965328	4.307518382	2.774902252	5.404972859	3.780624847	4.478359669	3.819787426	3.325028671	5.147852593	2.105975024	5.503586311	5.07868272	3.115192177	0.700903718	5.095952473	5.496604983	3.118167452	4.779552023	5.253256695	3.069368412	4.68282439	2.391668054	5.478982341	4.865861216	4.966505339	5.513417343	4.254815282	5.687557481	3.025049081	3.415748882	6.271263842	5.584400382	4.537690754	2.088035576	4.51937238	5.053116958	0.836080727	5.555567264	5.776287616	5.397977086	5.52792591	4.908918876	3.888994184	2.710319315	4.23651784	3.846995056	0.105981058	3.217800995	5.989303495	5.142980313	4.060507677	5.501812387	0.093501692	5.172245125	5.096008657	5.004483616	6.666876144	5.20997137	4.611947433	4.226173226	5.062849411	5.161589484	4.933330624	3.904455391	5.842269905	4.016918842	4.447358898	3.018045621	5.126852495	4.817117853	5.45394121	5.380871733	2.119129239	5.453660042	4.042269387	4.201895881	3.887678991	4.323698675	6.167106552	5.061106618	5.450547982	5.424178498	5.308083086	6.40975895	2.10005601	2.820353872	1.563375214	2.565584615	3.638962841	0.120625518	4.611016426	1.674948546	5.428917652	5.572848676	3.22303275	3.404672777	4.218301196	3.55645908	5.795208083	2.670579217	4.459552289	3.489119672	0.535076462	3.499802294	0.087780768	2.168935942	0.948042315	3.846273659	5.306577279	5.640592555	3.489868941	4.574463833	2.809217694	1.508793248	2.660935132	2.259896247	0.046033982	5.331758536	4.20029358	3.425035453	3.997983647	4.964196346	5.124498591	5.133420575	4.186911169	3.629898273	5.306548025	3.753316858	0.926864797	3.169129492	4.228457322	3.788494492	2.464265115	0.069620609	5.431903211	5.253497797	5.674490553	3.026341952	4.968294442	2.214269089	2.684939639	4.62336877	1.910958515	4.732216608	3.45928997	4.466624945	3.649750772	2.002442797	0.857766533	5.318293509	2.247923974	2.630478088	1.70051432	4.135095867	0.977339472	2.914650064	4.402214683	3.875656732	4.419410435	4.61863262	5.043558056	1.581448888	2.747020475	0.17641777	3.925482807	6.298861658	4.606593282	5.055729129	2.576835975	4.860093708	4.119685952	0.094300654	3.868501329	4.232616274	4.762243448	3.90212196	5.629749479	1.642685556	5.483636357	3.356490633	5.394268244	4.207405839	4.859012027	4.105725191	3.683181155	4.046324643	4.0527121	5.38361849	5.672832607	5.66617818	5.340300415	4.981972346	4.779038986	4.846852058	3.580180236	3.566782423	0.813905819	5.627396122	5.606154481	4.323053764	5.145420841	5.605474694	5.991172513	5.504442636	5.197637312	0.127475701	0.219246388	4.47832528	4.417188186	2.613487721	6.154052139	4.166350682	4.495138736	4.770577516	3.148721034	5.392069286	3.89161682	5.235959622	4.354019255	5.64413593	3.670033059	5.227952872	5.731116256	1.930044057	5.066627705	0.123577255	1.566759201	5.007407902	5.196982525	4.647790831	4.295247687	0.345454516	0.637085288	4.568807027	5.301983908	4.750246142	6.271239573	5.845353154	2.612050417	0.037058815	4.183228218	4.675192962	5.309692855	4.21073635	3.547297558	5.056777847	1.792687101	3.794080594	1.403122979	2.980504217	6.717146654	5.284326548	4.371591217	0.09079308	4.667695685	4.751524064	2.989484582	4.730461625	3.69121209	5.161329634	3.873104792	5.817954041	4.882622129	5.932905018	1.60482976	4.015920471	5.735868858	5.384091436	3.78390796	3.910282623	4.263036228	5.275707481	5.088262105	5.380454501	4.370941222	4.282458805	4.512214001	4.733263701	4.62628928	5.804560549	5.433695338	5.218320213	2.010088124	0.276745321	5.272647432	4.742291048	0.057953814	5.543624871	5.10515822	5.850180955	4.245085172	0.639009834	4.586157036	5.014508815	3.644407014	5.230432932	5.305570771	2.945193314	3.592186764	4.249829324	2.720812173	4.925691842	4.804386797	2.461885703	6.039414207	2.651950399	3.361098254	4.085373257	4.647670473	1.93259776	5.549801031	3.642151413	4.624068047	3.351498216	3.59649668	6.451738882	4.430810449	4.76755087	4.162920789	5.115473001	2.720263369	1.961764919	4.846439329	3.475767469	3.036545613	5.018496403	4.684141963	4.63155865
A1BG-AS1	0.297339252	0.147530221	0.617180238	0.570083227	0.418835422	0.031329492	0.652274894	0.712941321	0.485812905	0.731039094	0.631868899	0.664481856	1.07601023	0.950929776	0.629591783	0.552057255	0.832823598	1.052730639	0.77546262	0.647398704	0.656825492	0.403867265	0.497053705	0.676938245	1.167227453	0.361613788	0.256561723	0.612152875	0.844300907	0.282505937	0.430715067	0.768667943	1.077907906	0.542225763	0.096860767	0.510426568	1.120007012	0.71865877	0.737237721	0.558674553	0.769453346	0.811117065	0.572291625	1.005887528	0.476942773	0.209689989	0.459349019	1.820432592	0.274743981	0.705971617	0.769341786	0.821802306	0.948379978	0.646705374	0.284827099	0.236848659	0.217876571	0.098501951	0.870701547	0.607956555	0.235453042	0.474892136	0.220380478	0.675102414	0.112434492	0.774388948	0.290149783	0.960879481	1.549925923	0.423203066	2.0663966	0.50931689	1.113086972	0.889160737	1.090448931	0.801181681	0.791483963	0.326515832	1.017170145	0.778901976	0.576205323	0.571394963	1.030013812	0.13148716	0.922484663	0.586678972	0.797153593	0.562239476	0.382419675	0.475054475	1.09901584	0.565110332	0.574142996	1.288330593	0.636243285	0.651912961	1.079245614	0.289388732	0.954646891	0.3865887	0.736895334	0.856995883	0.431358146	0.666160004	0.488095574	0.728752464	0.448333605	0.518651581	0.096281293	0.683248725	1.098874087	0.888247813	0.773024486	0.731027252	0.155551236	0.802838486	0.157861849	0.809019179	0.963203271	0.563461443	1.501558173	0.678520523	1.37598337	0.358194126	0.801396906	1.15926849	0.58503589	0.447679892	0.346141908	0.530976224	0.581016975	0.196846067	0.585354909	0.58830488	0.506506163	0.694458688	0.475162297	0.881883338	1.079306956	0.444944117	0.278933023	0.168524466	0.291718514	0.991837765	0.95856229	0.649125899	0.879854682	0.300252151	0.533343335	0.994101645	0.801753618	1.318831359	0.506909846	0.707579089	1.218115702	0.951010892	0.481992979	0.452991115	0.464241062	1.096794707	0.35545546	0.484838713	0.265205229	0.688267814	0.514188495	0.857407036	0.633029884	0.249498134	1.059094402	0.492013698	0.368462573	0.427002948	0.714065505	0.64960582	1.306740368	1.006162517	0.547641267	0.599970979	1.504548153	0.199997645	0.345515154	0.058031472	0.234164681	0.245230819	0.011980251	1.235027331	0.374306402	0.9558955	0.892376829	0.36886761	0.209714499	1.180965282	0.697038084	0.684532885	0.071271937	0.382595019	0.499407243	0.176645534	0.734276727	0.535951511	0.189640101	0.398031686	0.386852019	0.562491999	0.993873988	0.407944953	0.840228621	0.575732356	0.429304664	0.318303021	0.366029398	0.531179979	0.656014087	0.341690232	0.824963463	1.300833588	0.586691402	0.633950257	0.70600681	0.390802516	0.320990864	1.125699584	1.280104131	0.169000539	0.37402373	0.431634106	0.777489729	0.318565864	0.424030468	0.678935333	0.529472996	1.165183743	0.343517323	0.497810406	0.89337584	0.365951148	0.692666916	0.079856503	0.916662517	0.484173117	0.440441778	0.981545553	0.15905738	0.061840233	2.203722641	0.460529512	0.256650215	0.344948499	0.417070342	0.162349424	0.373180621	0.537703728	0.546133677	0.503813752	0.821807788	0.495389705	0.340648924	0.351765768	0.346931845	1.053585639	1.126939732	1.216213672	0.822514772	0.782676658	0.903771961	0.814924837	0.162521485	0.282858867	0.814748393	1.560059464	0.300801505	1.635050932	0.363363501	0.712647597	0.892881886	1.187100184	0.455220898	0.952075843	0.355985196	0.477861861	0.643982857	1.069325991	0.652432708	1.279515994	0.827795169	0.721067076	0.526976111	0.635174617	0.673028657	0.537199439	0.326665273	0.096933872	0.609655074	0.851379951	0.938086175	0.656003895	0.616681399	1.179384959	0.770345889	0.456908485	0.074506318	0.079732253	0.669482656	0.561168619	0.894221705	1.111945073	0.364241027	0.486912002	0.646987856	0.641853277	0.645081468	1.258713639	0.550596315	0.858599406	1.525345258	1.004234331	0.751239724	0.957716265	0.404503186	0.958172094	0.502726673	0.446248477	0.376901649	0.804629551	0.853622834	0.375695457	0.043534405	0.097272255	0.967323662	0.407507113	0.895479711	1.278260662	0.775827773	0.281038725	0.120459501	0.565813078	0.496181529	0.662993821	0.833740014	0.387370532	0.753571175	0.18938381	0.630186266	0.51396362	0.837140939	2.233845959	0.441624159	0.41011771	0.083917503	0.393476936	0.647896402	0.37393426	0.335636482	0.805135269	0.380946374	0.815608508	1.140135032	0.561937442	0.819029558	0.338797385	0.400807497	0.718283014	0.809066886	0.623751216	0.658328878	0.543178429	0.9930022	1.378181764	0.455474405	0.50652496	0.799016192	0.308161907	0.780439334	0.396768386	1.405405584	0.617875593	0.70387921	0.260975326	0.755795489	0.588292573	0.964750138	0.897043421	0.66115407	1.202048982	0.859392472	0.465447185	0.211631292	0.961416567	0.928056118	0.469480855	0.638045174	0.652380934	1.022015006	1.063096125	0.713071696	0.486520517	0.699958372	0.500400406	0.274457676	1.217774995	0.21248585	0.569857081	0.261579362	0.791869304	0.235883232	0.702669544	0.400134303	0.330281296	0.545870044	0.422867382	1.438087343	0.329684402	0.565162623	0.815189772	0.560425506	0.353892467	0.498614561	0.403928114	0.399345967	0.494274203	0.402374674	0.35749897	1.147037612
